Tecnica,Metodo,Modelo,Parametros,Tiempo,Accuracy Todas,Accuracy Aceptadas,F1 score Todas,F1 score Aceptadas,len(rejected),rejected
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectFdr'>,LogisticRegression(max_iter=1000),{},0.011838436126708984,0.966931216931217,0.966931216931217,0.96,0.96,0,[]
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectFpr'>,RandomForestClassifier(n_estimators=10),{},0.011968851089477539,0.9543650793650793,0.951058201058201,0.944,0.943089430894309,0,[]
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectFpr'>,RandomForestClassifier(n_estimators=50),{},0.014960050582885742,0.966931216931217,0.9589947089947091,0.96,0.9516129032258064,0,[]
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectFpr'>,RandomForestClassifier(),{},0.014959335327148438,0.9589947089947091,0.966931216931217,0.9516129032258064,0.96,0,[]
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectFpr'>,<catboost.core.CatBoostClassifier object at 0x000001E3CC4F92E0>,{},0.012938976287841797,0.9748677248677249,0.9748677248677249,0.9682539682539683,0.9682539682539683,0,[]
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectFpr'>,<catboost.core.CatBoostClassifier object at 0x000001E3CC4F9340>,{},0.011967658996582031,0.9715608465608465,0.9715608465608465,0.9677419354838709,0.9677419354838709,0,[]
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectFpr'>,<catboost.core.CatBoostClassifier object at 0x000001E3CC4F93A0>,{},0.012966632843017578,0.9715608465608465,0.9715608465608465,0.9677419354838709,0.9677419354838709,0,[]
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectFpr'>,DecisionTreeClassifier(),{},0.013494014739990234,0.9563492063492063,0.9517195767195767,0.9384615384615386,0.9312977099236641,0,[]
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectFpr'>,"DecisionTreeClassifier(max_depth=1, max_leaf_nodes=3)",{},0.013486146926879883,0.8935185185185185,0.8935185185185185,0.8615384615384615,0.8615384615384615,0,[]
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectFpr'>,"DecisionTreeClassifier(max_depth=10, max_leaf_nodes=5)",{},0.013962507247924805,0.9391534391534391,0.9391534391534391,0.916030534351145,0.916030534351145,0,[]
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectFpr'>,"XGBClassifier()",{},0.015983104705810547,0.9794973544973544,0.9794973544973544,0.976,0.976,0,[]
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectFpr'>,LogisticRegression(),{},0.014960050582885742,0.9589947089947091,0.9589947089947091,0.9516129032258064,0.9516129032258064,0,[]
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectFpr'>,LogisticRegression(max_iter=1000),{},0.012964725494384766,0.966931216931217,0.966931216931217,0.96,0.96,0,[]
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectFwe'>,RandomForestClassifier(n_estimators=10),{},0.011967897415161133,0.9623015873015872,0.9715608465608465,0.9523809523809523,0.9677419354838709,0,[]
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectFwe'>,RandomForestClassifier(n_estimators=50),{},0.012943744659423828,0.9589947089947091,0.9589947089947091,0.9516129032258064,0.9516129032258064,0,[]
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectFwe'>,RandomForestClassifier(),{},0.012391328811645508,0.9636243386243386,0.966931216931217,0.9593495934959351,0.96,0,[]
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectFwe'>,<catboost.core.CatBoostClassifier object at 0x000001E3CC4F92E0>,{},0.013370275497436523,0.9748677248677249,0.9748677248677249,0.9682539682539683,0.9682539682539683,0,[]
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectFwe'>,<catboost.core.CatBoostClassifier object at 0x000001E3CC4F9340>,{},0.012966156005859375,0.9715608465608465,0.9715608465608465,0.9677419354838709,0.9677419354838709,0,[]
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectFwe'>,<catboost.core.CatBoostClassifier object at 0x000001E3CC4F93A0>,{},0.012966156005859375,0.9715608465608465,0.9715608465608465,0.9677419354838709,0.9677419354838709,0,[]
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectFwe'>,DecisionTreeClassifier(),{},0.011967182159423828,0.9563492063492063,0.953042328042328,0.9384615384615386,0.9375,0,[]
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectFwe'>,"DecisionTreeClassifier(max_depth=1, max_leaf_nodes=3)",{},0.012964725494384766,0.8935185185185185,0.8935185185185185,0.8615384615384615,0.8615384615384615,0,[]
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectFwe'>,"DecisionTreeClassifier(max_depth=10, max_leaf_nodes=5)",{},0.011967658996582031,0.9391534391534391,0.9391534391534391,0.916030534351145,0.916030534351145,0,[]
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectFwe'>,"XGBClassifier()",{},0.013962984085083008,0.9794973544973544,0.9794973544973544,0.976,0.976,0,[]
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectFwe'>,LogisticRegression(),{},0.015465974807739258,0.9589947089947091,0.9589947089947091,0.9516129032258064,0.9516129032258064,0,[]
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectFwe'>,LogisticRegression(max_iter=1000),{},0.012965917587280273,0.966931216931217,0.966931216931217,0.96,0.96,0,[]
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectKBest'>,RandomForestClassifier(n_estimators=10),{},0.019804716110229492,0.9576719576719577,0.9497354497354498,0.9448818897637795,0.9365079365079365,20,"['fractal_dimension_worst', 'symmetry_se', 'smoothness_se', 'radius_se', 'fractal_dimension_se', 'smoothness_mean', 'radius_mean', 'symmetry_mean', 'texture_mean', 'texture_worst', 'smoothness_worst', 'perimeter_se', 'compactness_worst', 'symmetry_worst', 'compactness_mean', 'concave points_se', 'compactness_se', 'fractal_dimension_mean', 'texture_se', 'concavity_se']"
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectKBest'>,RandomForestClassifier(n_estimators=50),{},0.015958070755004883,0.9748677248677249,0.9576719576719577,0.9682539682539683,0.9448818897637795,20,"['fractal_dimension_worst', 'symmetry_se', 'smoothness_se', 'radius_se', 'fractal_dimension_se', 'smoothness_mean', 'radius_mean', 'symmetry_mean', 'texture_mean', 'texture_worst', 'smoothness_worst', 'perimeter_se', 'compactness_worst', 'symmetry_worst', 'compactness_mean', 'concave points_se', 'compactness_se', 'fractal_dimension_mean', 'texture_se', 'concavity_se']"
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectKBest'>,RandomForestClassifier(),{},0.015993356704711914,0.9794973544973544,0.9576719576719577,0.976,0.9448818897637795,20,"['fractal_dimension_worst', 'symmetry_se', 'smoothness_se', 'radius_se', 'fractal_dimension_se', 'smoothness_mean', 'radius_mean', 'symmetry_mean', 'texture_mean', 'texture_worst', 'smoothness_worst', 'perimeter_se', 'compactness_worst', 'symmetry_worst', 'compactness_mean', 'concave points_se', 'compactness_se', 'fractal_dimension_mean', 'texture_se', 'concavity_se']"
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectKBest'>,<catboost.core.CatBoostClassifier object at 0x000001E3CC4F92E0>,{},0.012931585311889648,0.9748677248677249,0.9484126984126984,0.9682539682539683,0.9302325581395349,20,"['fractal_dimension_worst', 'symmetry_se', 'smoothness_se', 'radius_se', 'fractal_dimension_se', 'smoothness_mean', 'radius_mean', 'symmetry_mean', 'texture_mean', 'texture_worst', 'smoothness_worst', 'perimeter_se', 'compactness_worst', 'symmetry_worst', 'compactness_mean', 'concave points_se', 'compactness_se', 'fractal_dimension_mean', 'texture_se', 'concavity_se']"
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectKBest'>,<catboost.core.CatBoostClassifier object at 0x000001E3CC4F9340>,{},0.011968374252319336,0.9715608465608465,0.9623015873015872,0.9677419354838709,0.9523809523809523,20,"['fractal_dimension_worst', 'symmetry_se', 'smoothness_se', 'radius_se', 'fractal_dimension_se', 'smoothness_mean', 'radius_mean', 'symmetry_mean', 'texture_mean', 'texture_worst', 'smoothness_worst', 'perimeter_se', 'compactness_worst', 'symmetry_worst', 'compactness_mean', 'concave points_se', 'compactness_se', 'fractal_dimension_mean', 'texture_se', 'concavity_se']"
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectKBest'>,<catboost.core.CatBoostClassifier object at 0x000001E3CC4F93A0>,{},0.012478351593017578,0.9715608465608465,0.9576719576719577,0.9677419354838709,0.9448818897637795,20,"['fractal_dimension_worst', 'symmetry_se', 'smoothness_se', 'radius_se', 'fractal_dimension_se', 'smoothness_mean', 'radius_mean', 'symmetry_mean', 'texture_mean', 'texture_worst', 'smoothness_worst', 'perimeter_se', 'compactness_worst', 'symmetry_worst', 'compactness_mean', 'concave points_se', 'compactness_se', 'fractal_dimension_mean', 'texture_se', 'concavity_se']"
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectKBest'>,DecisionTreeClassifier(),{},0.011969566345214844,0.9656084656084656,0.9464285714285714,0.953125,0.9354838709677418,20,"['fractal_dimension_worst', 'symmetry_se', 'smoothness_se', 'radius_se', 'fractal_dimension_se', 'smoothness_mean', 'radius_mean', 'symmetry_mean', 'texture_mean', 'texture_worst', 'smoothness_worst', 'perimeter_se', 'compactness_worst', 'symmetry_worst', 'compactness_mean', 'concave points_se', 'compactness_se', 'fractal_dimension_mean', 'texture_se', 'concavity_se']"
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectKBest'>,"DecisionTreeClassifier(max_depth=1, max_leaf_nodes=3)",{},0.013098716735839844,0.8935185185185185,0.8935185185185185,0.8615384615384615,0.8615384615384615,20,"['fractal_dimension_worst', 'symmetry_se', 'smoothness_se', 'radius_se', 'fractal_dimension_se', 'smoothness_mean', 'radius_mean', 'symmetry_mean', 'texture_mean', 'texture_worst', 'smoothness_worst', 'perimeter_se', 'compactness_worst', 'symmetry_worst', 'compactness_mean', 'concave points_se', 'compactness_se', 'fractal_dimension_mean', 'texture_se', 'concavity_se']"
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectKBest'>,"DecisionTreeClassifier(max_depth=10, max_leaf_nodes=5)",{},0.011968374252319336,0.9391534391534391,0.9563492063492063,0.916030534351145,0.9384615384615386,20,"['fractal_dimension_worst', 'symmetry_se', 'smoothness_se', 'radius_se', 'fractal_dimension_se', 'smoothness_mean', 'radius_mean', 'symmetry_mean', 'texture_mean', 'texture_worst', 'smoothness_worst', 'perimeter_se', 'compactness_worst', 'symmetry_worst', 'compactness_mean', 'concave points_se', 'compactness_se', 'fractal_dimension_mean', 'texture_se', 'concavity_se']"
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectKBest'>,"XGBClassifier()",{},0.015465259552001953,0.9794973544973544,0.9451058201058201,0.976,0.9291338582677166,20,"['fractal_dimension_worst', 'symmetry_se', 'smoothness_se', 'radius_se', 'fractal_dimension_se', 'smoothness_mean', 'radius_mean', 'symmetry_mean', 'texture_mean', 'texture_worst', 'smoothness_worst', 'perimeter_se', 'compactness_worst', 'symmetry_worst', 'compactness_mean', 'concave points_se', 'compactness_se', 'fractal_dimension_mean', 'texture_se', 'concavity_se']"
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectKBest'>,LogisticRegression(),{},0.014960050582885742,0.9589947089947091,0.9814814814814814,0.9516129032258064,0.9692307692307692,20,"['fractal_dimension_worst', 'symmetry_se', 'smoothness_se', 'radius_se', 'fractal_dimension_se', 'smoothness_mean', 'radius_mean', 'symmetry_mean', 'texture_mean', 'texture_worst', 'smoothness_worst', 'perimeter_se', 'compactness_worst', 'symmetry_worst', 'compactness_mean', 'concave points_se', 'compactness_se', 'fractal_dimension_mean', 'texture_se', 'concavity_se']"
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectKBest'>,LogisticRegression(max_iter=1000),{},0.012965917587280273,0.966931216931217,0.9814814814814814,0.96,0.9692307692307692,20,"['fractal_dimension_worst', 'symmetry_se', 'smoothness_se', 'radius_se', 'fractal_dimension_se', 'smoothness_mean', 'radius_mean', 'symmetry_mean', 'texture_mean', 'texture_worst', 'smoothness_worst', 'perimeter_se', 'compactness_worst', 'symmetry_worst', 'compactness_mean', 'concave points_se', 'compactness_se', 'fractal_dimension_mean', 'texture_se', 'concavity_se']"
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectPercentile'>,RandomForestClassifier(n_estimators=10),{},0.025026798248291016,0.966931216931217,0.9338624338624338,0.96,0.9193548387096775,27,"['symmetry_se', 'fractal_dimension_worst', 'concavity_mean', 'smoothness_se', 'fractal_dimension_mean', 'radius_se', 'texture_se', 'area_worst', 'area_se', 'fractal_dimension_se', 'smoothness_mean', 'area_mean', 'concavity_worst', 'radius_mean', 'symmetry_mean', 'perimeter_se', 'texture_mean', 'texture_worst', 'smoothness_worst', 'compactness_worst', 'symmetry_worst', 'compactness_mean', 'perimeter_mean', 'concavity_se', 'radius_worst', 'concave points_se', 'compactness_se']"
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectPercentile'>,RandomForestClassifier(n_estimators=50),{},0.012935161590576172,0.966931216931217,0.9417989417989417,0.96,0.9279999999999999,27,"['symmetry_se', 'fractal_dimension_worst', 'concavity_mean', 'smoothness_se', 'fractal_dimension_mean', 'radius_se', 'texture_se', 'area_worst', 'area_se', 'fractal_dimension_se', 'smoothness_mean', 'area_mean', 'concavity_worst', 'radius_mean', 'symmetry_mean', 'perimeter_se', 'texture_mean', 'texture_worst', 'smoothness_worst', 'compactness_worst', 'symmetry_worst', 'compactness_mean', 'perimeter_mean', 'concavity_se', 'radius_worst', 'concave points_se', 'compactness_se']"
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectPercentile'>,RandomForestClassifier(),{},0.013961553573608398,0.966931216931217,0.9497354497354498,0.96,0.9365079365079365,27,"['symmetry_se', 'fractal_dimension_worst', 'concavity_mean', 'smoothness_se', 'fractal_dimension_mean', 'radius_se', 'texture_se', 'area_worst', 'area_se', 'fractal_dimension_se', 'smoothness_mean', 'area_mean', 'concavity_worst', 'radius_mean', 'symmetry_mean', 'perimeter_se', 'texture_mean', 'texture_worst', 'smoothness_worst', 'compactness_worst', 'symmetry_worst', 'compactness_mean', 'perimeter_mean', 'concavity_se', 'radius_worst', 'concave points_se', 'compactness_se']"
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectPercentile'>,<catboost.core.CatBoostClassifier object at 0x000001E3CC4F92E0>,{},0.013886451721191406,0.9748677248677249,0.9338624338624338,0.9682539682539683,0.9193548387096775,27,"['symmetry_se', 'fractal_dimension_worst', 'concavity_mean', 'smoothness_se', 'fractal_dimension_mean', 'radius_se', 'texture_se', 'area_worst', 'area_se', 'fractal_dimension_se', 'smoothness_mean', 'area_mean', 'concavity_worst', 'radius_mean', 'symmetry_mean', 'perimeter_se', 'texture_mean', 'texture_worst', 'smoothness_worst', 'compactness_worst', 'symmetry_worst', 'compactness_mean', 'perimeter_mean', 'concavity_se', 'radius_worst', 'concave points_se', 'compactness_se']"
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectPercentile'>,<catboost.core.CatBoostClassifier object at 0x000001E3CC4F9340>,{},0.011968612670898438,0.9715608465608465,0.9384920634920635,0.9677419354838709,0.9268292682926829,27,"['symmetry_se', 'fractal_dimension_worst', 'concavity_mean', 'smoothness_se', 'fractal_dimension_mean', 'radius_se', 'texture_se', 'area_worst', 'area_se', 'fractal_dimension_se', 'smoothness_mean', 'area_mean', 'concavity_worst', 'radius_mean', 'symmetry_mean', 'perimeter_se', 'texture_mean', 'texture_worst', 'smoothness_worst', 'compactness_worst', 'symmetry_worst', 'compactness_mean', 'perimeter_mean', 'concavity_se', 'radius_worst', 'concave points_se', 'compactness_se']"
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectPercentile'>,<catboost.core.CatBoostClassifier object at 0x000001E3CC4F93A0>,{},0.011968135833740234,0.9715608465608465,0.9384920634920635,0.9677419354838709,0.9268292682926829,27,"['symmetry_se', 'fractal_dimension_worst', 'concavity_mean', 'smoothness_se', 'fractal_dimension_mean', 'radius_se', 'texture_se', 'area_worst', 'area_se', 'fractal_dimension_se', 'smoothness_mean', 'area_mean', 'concavity_worst', 'radius_mean', 'symmetry_mean', 'perimeter_se', 'texture_mean', 'texture_worst', 'smoothness_worst', 'compactness_worst', 'symmetry_worst', 'compactness_mean', 'perimeter_mean', 'concavity_se', 'radius_worst', 'concave points_se', 'compactness_se']"
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectPercentile'>,DecisionTreeClassifier(),{},0.012069940567016602,0.9437830687830688,0.9325396825396826,0.923076923076923,0.9133858267716536,27,"['symmetry_se', 'fractal_dimension_worst', 'concavity_mean', 'smoothness_se', 'fractal_dimension_mean', 'radius_se', 'texture_se', 'area_worst', 'area_se', 'fractal_dimension_se', 'smoothness_mean', 'area_mean', 'concavity_worst', 'radius_mean', 'symmetry_mean', 'perimeter_se', 'texture_mean', 'texture_worst', 'smoothness_worst', 'compactness_worst', 'symmetry_worst', 'compactness_mean', 'perimeter_mean', 'concavity_se', 'radius_worst', 'concave points_se', 'compactness_se']"
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectPercentile'>,"DecisionTreeClassifier(max_depth=1, max_leaf_nodes=3)",{},0.012966156005859375,0.8935185185185185,0.8935185185185185,0.8615384615384615,0.8615384615384615,27,"['symmetry_se', 'fractal_dimension_worst', 'concavity_mean', 'smoothness_se', 'fractal_dimension_mean', 'radius_se', 'texture_se', 'area_worst', 'area_se', 'fractal_dimension_se', 'smoothness_mean', 'area_mean', 'concavity_worst', 'radius_mean', 'symmetry_mean', 'perimeter_se', 'texture_mean', 'texture_worst', 'smoothness_worst', 'compactness_worst', 'symmetry_worst', 'compactness_mean', 'perimeter_mean', 'concavity_se', 'radius_worst', 'concave points_se', 'compactness_se']"
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectPercentile'>,"DecisionTreeClassifier(max_depth=10, max_leaf_nodes=5)",{},0.011968374252319336,0.9391534391534391,0.921957671957672,0.916030534351145,0.8939393939393939,27,"['symmetry_se', 'fractal_dimension_worst', 'concavity_mean', 'smoothness_se', 'fractal_dimension_mean', 'radius_se', 'texture_se', 'area_worst', 'area_se', 'fractal_dimension_se', 'smoothness_mean', 'area_mean', 'concavity_worst', 'radius_mean', 'symmetry_mean', 'perimeter_se', 'texture_mean', 'texture_worst', 'smoothness_worst', 'compactness_worst', 'symmetry_worst', 'compactness_mean', 'perimeter_mean', 'concavity_se', 'radius_worst', 'concave points_se', 'compactness_se']"
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectPercentile'>,"XGBClassifier()",{},0.014612913131713867,0.9794973544973544,0.9417989417989417,0.976,0.9279999999999999,27,"['symmetry_se', 'fractal_dimension_worst', 'concavity_mean', 'smoothness_se', 'fractal_dimension_mean', 'radius_se', 'texture_se', 'area_worst', 'area_se', 'fractal_dimension_se', 'smoothness_mean', 'area_mean', 'concavity_worst', 'radius_mean', 'symmetry_mean', 'perimeter_se', 'texture_mean', 'texture_worst', 'smoothness_worst', 'compactness_worst', 'symmetry_worst', 'compactness_mean', 'perimeter_mean', 'concavity_se', 'radius_worst', 'concave points_se', 'compactness_se']"
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectPercentile'>,LogisticRegression(),{},0.015956878662109375,0.9589947089947091,0.960978835978836,0.9516129032258064,0.9457364341085271,27,"['symmetry_se', 'fractal_dimension_worst', 'concavity_mean', 'smoothness_se', 'fractal_dimension_mean', 'radius_se', 'texture_se', 'area_worst', 'area_se', 'fractal_dimension_se', 'smoothness_mean', 'area_mean', 'concavity_worst', 'radius_mean', 'symmetry_mean', 'perimeter_se', 'texture_mean', 'texture_worst', 'smoothness_worst', 'compactness_worst', 'symmetry_worst', 'compactness_mean', 'perimeter_mean', 'concavity_se', 'radius_worst', 'concave points_se', 'compactness_se']"
Chi2,<class 'sklearn.feature_selection._univariate_selection.SelectPercentile'>,LogisticRegression(max_iter=1000),{},0.016954660415649414,0.966931216931217,0.960978835978836,0.96,0.9457364341085271,27,"['symmetry_se', 'fractal_dimension_worst', 'concavity_mean', 'smoothness_se', 'fractal_dimension_mean', 'radius_se', 'texture_se', 'area_worst', 'area_se', 'fractal_dimension_se', 'smoothness_mean', 'area_mean', 'concavity_worst', 'radius_mean', 'symmetry_mean', 'perimeter_se', 'texture_mean', 'texture_worst', 'smoothness_worst', 'compactness_worst', 'symmetry_worst', 'compactness_mean', 'perimeter_mean', 'concavity_se', 'radius_worst', 'concave points_se', 'compactness_se']"
Chi2,<class 'sklearn.feature_selection._univariate_selection.GenericUnivariateSelect'>,RandomForestClassifier(n_estimators=10),{},0.011967182159423828,0.9656084656084656,0.8776455026455026,0.953125,0.84375,29,"['symmetry_se', 'fractal_dimension_worst', 'concavity_mean', 'smoothness_se', 'fractal_dimension_mean', 'radius_se', 'texture_se', 'area_worst', 'area_se', 'fractal_dimension_se', 'smoothness_mean', 'area_mean', 'concavity_worst', 'radius_mean', 'symmetry_mean', 'perimeter_se', 'texture_mean', 'texture_worst', 'smoothness_worst', 'compactness_worst', 'concave points_worst', 'symmetry_worst', 'compactness_mean', 'perimeter_mean', 'concavity_se', 'perimeter_worst', 'radius_worst', 'concave points_se', 'compactness_se']"
Chi2,<class 'sklearn.feature_selection._univariate_selection.GenericUnivariateSelect'>,RandomForestClassifier(n_estimators=50),{},0.013962984085083008,0.966931216931217,0.8763227513227514,0.96,0.8396946564885497,29,"['symmetry_se', 'fractal_dimension_worst', 'concavity_mean', 'smoothness_se', 'fractal_dimension_mean', 'radius_se', 'texture_se', 'area_worst', 'area_se', 'fractal_dimension_se', 'smoothness_mean', 'area_mean', 'concavity_worst', 'radius_mean', 'symmetry_mean', 'perimeter_se', 'texture_mean', 'texture_worst', 'smoothness_worst', 'compactness_worst', 'concave points_worst', 'symmetry_worst', 'compactness_mean', 'perimeter_mean', 'concavity_se', 'perimeter_worst', 'radius_worst', 'concave points_se', 'compactness_se']"
Chi2,<class 'sklearn.feature_selection._univariate_selection.GenericUnivariateSelect'>,RandomForestClassifier(),{},0.014931440353393555,0.9715608465608465,0.8683862433862434,0.9677419354838709,0.8307692307692308,29,"['symmetry_se', 'fractal_dimension_worst', 'concavity_mean', 'smoothness_se', 'fractal_dimension_mean', 'radius_se', 'texture_se', 'area_worst', 'area_se', 'fractal_dimension_se', 'smoothness_mean', 'area_mean', 'concavity_worst', 'radius_mean', 'symmetry_mean', 'perimeter_se', 'texture_mean', 'texture_worst', 'smoothness_worst', 'compactness_worst', 'concave points_worst', 'symmetry_worst', 'compactness_mean', 'perimeter_mean', 'concavity_se', 'perimeter_worst', 'radius_worst', 'concave points_se', 'compactness_se']"
Chi2,<class 'sklearn.feature_selection._univariate_selection.GenericUnivariateSelect'>,<catboost.core.CatBoostClassifier object at 0x000001E3CC4F92E0>,{},0.013962030410766602,0.9748677248677249,0.8855820105820106,0.9682539682539683,0.8527131782945736,29,"['symmetry_se', 'fractal_dimension_worst', 'concavity_mean', 'smoothness_se', 'fractal_dimension_mean', 'radius_se', 'texture_se', 'area_worst', 'area_se', 'fractal_dimension_se', 'smoothness_mean', 'area_mean', 'concavity_worst', 'radius_mean', 'symmetry_mean', 'perimeter_se', 'texture_mean', 'texture_worst', 'smoothness_worst', 'compactness_worst', 'concave points_worst', 'symmetry_worst', 'compactness_mean', 'perimeter_mean', 'concavity_se', 'perimeter_worst', 'radius_worst', 'concave points_se', 'compactness_se']"
Chi2,<class 'sklearn.feature_selection._univariate_selection.GenericUnivariateSelect'>,<catboost.core.CatBoostClassifier object at 0x000001E3CC4F9340>,{},0.013962030410766602,0.9715608465608465,0.8855820105820106,0.9677419354838709,0.8527131782945736,29,"['symmetry_se', 'fractal_dimension_worst', 'concavity_mean', 'smoothness_se', 'fractal_dimension_mean', 'radius_se', 'texture_se', 'area_worst', 'area_se', 'fractal_dimension_se', 'smoothness_mean', 'area_mean', 'concavity_worst', 'radius_mean', 'symmetry_mean', 'perimeter_se', 'texture_mean', 'texture_worst', 'smoothness_worst', 'compactness_worst', 'concave points_worst', 'symmetry_worst', 'compactness_mean', 'perimeter_mean', 'concavity_se', 'perimeter_worst', 'radius_worst', 'concave points_se', 'compactness_se']"
Chi2,<class 'sklearn.feature_selection._univariate_selection.GenericUnivariateSelect'>,<catboost.core.CatBoostClassifier object at 0x000001E3CC4F93A0>,{},0.011967897415161133,0.9715608465608465,0.8855820105820106,0.9677419354838709,0.8527131782945736,29,"['symmetry_se', 'fractal_dimension_worst', 'concavity_mean', 'smoothness_se', 'fractal_dimension_mean', 'radius_se', 'texture_se', 'area_worst', 'area_se', 'fractal_dimension_se', 'smoothness_mean', 'area_mean', 'concavity_worst', 'radius_mean', 'symmetry_mean', 'perimeter_se', 'texture_mean', 'texture_worst', 'smoothness_worst', 'compactness_worst', 'concave points_worst', 'symmetry_worst', 'compactness_mean', 'perimeter_mean', 'concavity_se', 'perimeter_worst', 'radius_worst', 'concave points_se', 'compactness_se']"
